Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-08-14 00:00:00-04:00,6.995542534442721,7.3538508840189865,6.978480658250143,7.055261135101318,66400,0.0,0.0
2006-08-15 00:00:00-04:00,7.166163678091792,7.507410071177938,7.166163678091792,7.490347385406494,96800,0.0,0.0
2006-08-16 00:00:00-04:00,7.575660338032145,7.831594968332007,7.53300443071654,7.814532279968262,256600,0.0,0.0
2006-08-17 00:00:00-04:00,7.7633428339707145,8.16430609203076,7.720686943183161,8.138712882995605,135000,0.0,0.0
2006-08-18 00:00:00-04:00,8.181370116186038,8.181370116186038,7.831593218804751,7.925435543060303,101400,0.0,0.0
2006-08-21 00:00:00-04:00,7.7804082550802525,7.9169065170580755,7.464755820858083,7.498880386352539,78800,0.0,0.0
2006-08-22 00:00:00-04:00,7.4476941118205975,7.763347401193092,7.4476941118205975,7.754816055297852,70700,0.0,0.0
2006-08-23 00:00:00-04:00,7.797470720909247,7.814532596370047,7.46475560668878,7.55006742477417,58400,0.0,0.0
2006-08-24 00:00:00-04:00,7.584193342152962,7.678035707911394,7.345320534341416,7.635379791259766,147700,0.0,0.0
2006-08-25 00:00:00-04:00,7.678031723669406,7.908373065904376,7.643907170774615,7.72921895980835,67300,0.0,0.0
2006-08-28 00:00:00-04:00,7.7889405312003435,7.951032033282342,7.370914350510107,7.473288059234619,262500,0.0,0.0
2006-08-29 00:00:00-04:00,7.490348118816638,8.249620624522946,7.490348118816638,8.215496063232422,113800,0.0,0.0
2006-08-30 00:00:00-04:00,8.24109050187831,8.266683723239902,7.652441528998647,7.865720272064209,152600,0.0,0.0
2006-08-31 00:00:00-04:00,7.857185829765433,7.933966277177089,7.575658064985036,7.72921895980835,140300,0.0,0.0
2006-09-01 00:00:00-04:00,7.780405292481783,7.8486543974830125,7.678031634979938,7.771873950958252,45200,0.0,0.0
2006-09-05 00:00:00-04:00,7.797471067686652,7.985155774071352,7.678034679774163,7.95103120803833,38100,0.0,0.0
2006-09-06 00:00:00-04:00,7.908377027036478,7.968094821115311,7.720691485310815,7.754816055297852,63500,0.0,0.0
2006-09-07 00:00:00-04:00,7.686561130970952,8.189898769699495,7.635373907713256,8.078993797302246,126500,0.0,0.0
2006-09-08 00:00:00-04:00,8.130185126413728,8.15577916032578,7.8486572621316,7.959562301635742,97200,0.0,0.0
2006-09-11 00:00:00-04:00,7.908376558367653,8.019280794057634,7.840126608844306,7.968094348907471,49100,0.0,0.0
2006-09-12 00:00:00-04:00,8.002217718915903,8.155778658565609,7.899844030347349,8.147247314453125,51300,0.0,0.0
2006-09-13 00:00:00-04:00,8.1216530051704,8.275213110606991,7.9424988708330035,8.224026679992676,160500,0.0,0.0
2006-09-14 00:00:00-04:00,8.189901939353845,8.266681583565664,8.087527453217497,8.258151054382324,153900,0.0,0.0
2006-09-15 00:00:00-04:00,8.360527744145294,8.676180218465841,8.249622688801223,8.522619247436523,209900,0.0,0.0
2006-09-18 00:00:00-04:00,8.514086828894964,8.548212208018857,8.360526690806536,8.471431732177734,73500,0.0,0.0
2006-09-19 00:00:00-04:00,8.514087665472962,8.556743579975299,8.121655530114378,8.300808906555176,65600,0.0,0.0
2006-09-20 00:00:00-04:00,8.326400983659251,8.51408566154466,8.147246835791393,8.334932327270508,51600,0.0,0.0
2006-09-21 00:00:00-04:00,8.394651855263596,8.394651855263596,7.933969780942736,7.968094348907471,80000,0.0,0.0
2006-09-22 00:00:00-04:00,8.189904424302366,8.40318317687697,7.993687548864916,8.369058609008789,221600,0.0,0.0
