Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-08-14 00:00:00-04:00,26.584023139576967,26.704041762635264,26.22996946059566,26.33798599243164,6985600,0.0,0.0
2006-08-15 00:00:00-04:00,26.49401282990375,27.070099515785422,26.49401282990375,27.028093338012695,11078300,0.0,0.0
2006-08-16 00:00:00-04:00,27.26812471744173,27.394145523309973,27.07609584746546,27.286128997802734,8814800,0.0,0.0
2006-08-17 00:00:00-04:00,27.172111946880122,27.412149193636274,27.154109954581102,27.280128479003906,6163700,0.0,0.0
2006-08-18 00:00:00-04:00,27.412147087453288,27.43014907836914,27.166109958556405,27.43014907836914,9213600,0.0,0.0
2006-08-21 00:00:00-04:00,27.250124395450598,27.36414082861911,27.20211831959827,27.280128479003906,5649000,0.0,0.0
2006-08-22 00:00:00-04:00,27.16611097620874,27.358139850386866,27.070096539119678,27.2141170501709,6252400,0.0,0.0
2006-08-23 00:00:00-04:00,27.12411409592041,27.388153316085386,27.100109906132992,27.316143035888672,8730200,0.0,0.0
2006-08-24 00:00:00-04:00,27.424141979760055,27.586166722970034,27.382135819205327,27.412139892578125,8682800,0.0,0.0
2006-08-25 00:00:00-04:00,27.412157505872802,27.41815740873689,27.184122281223416,27.316143035888672,4450900,0.0,0.0
2006-08-28 00:00:00-04:00,27.244120980981524,27.6281786949311,27.19011272188458,27.61617660522461,7324900,0.0,0.0
2006-08-29 00:00:00-04:00,27.53216574922484,27.616178092530337,27.25612224943792,27.58617401123047,8050800,0.0,0.0
2006-08-30 00:00:00-04:00,27.538170287841982,27.64618683004556,27.424153844033782,27.442155838012695,8596400,0.0,0.0
2006-08-31 00:00:00-04:00,27.42415448438134,27.526168838197258,27.352144217619216,27.400150299072266,6245400,0.0,0.0
2006-09-01 00:00:00-04:00,27.514166103093398,27.544172478611657,27.196118667252332,27.442155838012695,6703300,0.0,0.0
2006-09-05 00:00:00-04:00,27.388143127988073,27.568169906094585,27.268124512862173,27.48415756225586,6134000,0.0,0.0
2006-09-06 00:00:00-04:00,27.394144923144925,27.6341798607741,27.292128300549923,27.53216552734375,7126400,0.0,0.0
2006-09-07 00:00:00-04:00,27.538159548287894,27.550161635981514,27.082091661751086,27.12409782409668,7278400,0.0,0.0
2006-09-08 00:00:00-04:00,27.004087862106527,27.268127008214428,26.81205897599807,27.160110473632812,7728200,0.0,0.0
2006-09-11 00:00:00-04:00,27.358151145008026,27.358151145008026,27.076107618109628,27.23813247680664,7173200,0.0,0.0
2006-09-12 00:00:00-04:00,27.238122321316872,27.61618018398775,27.178114154172533,27.610177993774414,11555700,0.0,0.0
2006-09-13 00:00:00-04:00,27.610172372808027,28.042238413613372,27.442147707679002,27.844209671020508,11745700,0.0,0.0
2006-09-14 00:00:00-04:00,27.85021041696456,27.9402249412552,27.66418146837399,27.904218673706055,7622400,0.0,0.0
