Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-08-14 00:00:00-04:00,11.157790800009268,11.187298978942454,11.017627125959258,11.050823211669922,14702600,0.0,0.0
2006-08-15 00:00:00-04:00,11.172544615317129,11.209429309269344,11.025003025386503,11.135659217834473,11857200,0.0,0.0
2006-08-16 00:00:00-04:00,11.202055595399301,11.320088334051743,11.05451396855313,11.301645278930664,13215200,0.0,0.0
2006-08-17 00:00:00-04:00,11.261074644010671,11.559845172750812,11.172550068959177,11.541402816772461,18233200,0.0,0.0
2006-08-18 00:00:00-04:00,11.581976095520192,11.600419154957493,11.386484590200276,11.478697776794434,15081400,0.0,0.0
2006-08-21 00:00:00-04:00,11.353286894072058,11.412303272569593,11.25000787993601,11.316401481628418,9163200,0.0,0.0
2006-08-22 00:00:00-04:00,11.272131932390824,11.360656445841895,11.047132391193212,11.128279685974121,13351000,0.0,0.0
2006-08-23 00:00:00-04:00,11.076643803802002,11.143036680671733,10.914348463215937,10.951233863830566,16930800,0.0,0.0
2006-08-24 00:00:00-04:00,11.006564235089666,11.032383810611773,10.87746565394846,10.929104804992676,13342200,0.0,0.0
2006-08-25 00:00:00-04:00,10.89222005803242,11.113531106547434,10.88484283547374,11.047138214111328,13735200,0.0,0.0
2006-08-28 00:00:00-04:00,11.02500478987643,11.24262789596997,10.977054257946074,11.23893928527832,11634800,0.0,0.0
2006-08-29 00:00:00-04:00,11.253692961029515,11.290578361901483,11.017627521097731,11.198365211486816,13619600,0.0,0.0
2006-08-30 00:00:00-04:00,11.209429141946336,11.382790296467928,11.13565905161263,11.33852767944336,11793800,0.0,0.0
2006-08-31 00:00:00-04:00,11.401233534814617,11.486069461921758,11.183610449779435,11.438118934631348,21694800,0.0,0.0
2006-09-01 00:00:00-04:00,11.659432071858227,11.85861283338186,11.570907523469026,11.714759826660156,20571200,0.0,0.0
2006-09-05 00:00:00-04:00,11.751643399728229,11.803282535692134,11.593036678089991,11.799593925476074,13091000,0.0,0.0
2006-09-06 00:00:00-04:00,11.762709678587271,11.873365181781992,11.61148016257357,11.618857383728027,16895200,0.0,0.0
2006-09-07 00:00:00-04:00,11.607795675201631,11.64468109054545,11.456566105469673,11.478697776794434,13656600,0.0,0.0
2006-09-08 00:00:00-04:00,11.52664087934213,11.581968614856907,11.401230970292461,11.504509925842285,12049800,0.0,0.0
2006-09-11 00:00:00-04:00,11.467624302853993,11.663116381492642,11.26106709945393,11.622542381286621,16686600,0.0,0.0
2006-09-12 00:00:00-04:00,11.622548524260647,11.987712608527495,11.545089092338822,11.965580940246582,14314600,0.0,0.0
2006-09-13 00:00:00-04:00,12.024596434740968,12.319679695299563,12.013531304941464,12.18689250946045,19016800,0.0,0.0
2006-09-14 00:00:00-04:00,12.260656152277255,12.275409181025843,11.987704718051939,12.183196067810059,13924400,0.0,0.0
2006-09-15 00:00:00-04:00,12.006152431125034,12.592628149863213,12.006152431125034,12.485660552978516,33364600,0.0,0.0
2006-09-18 00:00:00-04:00,12.489352119505789,12.533614047658714,12.356564927985682,12.408204078674316,12791400,0.0,0.0
2006-09-19 00:00:00-04:00,12.522544921184926,12.585249182136245,12.275412969818195,12.422954559326172,14924200,0.0,0.0
2006-09-20 00:00:00-04:00,12.622139095144524,12.89140138131663,12.59263020550639,12.791810989379883,17550400,0.0,0.0
2006-09-21 00:00:00-04:00,12.898777340035005,12.906154561721793,12.511480940315035,12.544677734375,17892000,0.0,0.0
2006-09-22 00:00:00-04:00,12.622137858555693,12.762300849421173,12.389760300135944,12.544677734375,15645400,0.0,0.0
2006-09-25 00:00:00-04:00,12.581565016958626,12.747549002748574,12.315990639694709,12.706974983215332,12569800,0.0,0.0
2006-09-26 00:00:00-04:00,12.725414195749511,12.780742646381498,12.537299996310466,12.640578269958496,12856600,0.0,0.0
2006-09-27 00:00:00-04:00,12.68852732170178,12.92459271069072,12.588936971898189,12.714346885681152,18121800,0.0,0.0
